token,count,category,proposed_modern_form,confidence,notes
caalimurahan,1,A,kaalimurahan,Medium,Archaic ca/co/cu start
carupucan,1,A,karupukan,Medium,Archaic ca/co/cu start
cadalia'y,1,A,kadalia'y,Medium,Archaic ca/co/cu start
casinunga,1,A,kasinunga,Medium,Archaic ca/co/cu start
isinacdal,1,E,,Medium,Uncertain
casalimura,1,A,kasalimura,Medium,Archaic ca/co/cu start
sasactan,1,E,,Medium,Uncertain
pinagcacalooban,1,A,pinagkakalooban,Medium,Archaic intervocalic c
pinacasusucat,1,A,pinakasusukat,Medium,Archaic intervocalic c
nagca,1,A,nagka,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagpapacabagabag,1,A,nagpapakabagabag,Medium,Archaic intervocalic c
magcacaasawa,1,A,magkakaasawa,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
ticmang,1,E,,Medium,Uncertain
macapagtaca,1,A,makapagtaka,Medium,Archaic intervocalic c
papca't,1,E,,Medium,Uncertain
magpacabingi,1,A,magpakabingi,Medium,Archaic intervocalic c
pagnagcagayo'y,1,E,,Medium,Uncertain
pinagcaratiban,1,E,,Medium,Uncertain
magcasalaping,1,A,magkasalaping,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macahicayat,1,A,makahikayat,Medium,Archaic intervocalic c
pasucan,1,A,pasukan,Medium,Archaic intervocalic c
cabahayang,1,A,kabahayang,Medium,Archaic ca/co/cu start
Capanig,1,C,,High,Proper Noun (Capitalized ca/co/cu)
nangagcacayari,1,A,nangagkakayari,Medium,Archaic intervocalic c
humahalachac,1,B,,Medium,Spanish/Foreign (ch)
pinacamahalmahal,1,A,pinakamahalmahal,Medium,Archaic intervocalic c
ipinagcatiwala,1,E,,Medium,Uncertain
cacabacaba,1,A,kakabakaba,Medium,Archaic ca/co/cu start
pamimilac,1,A,pamimilak,Medium,Archaic ending -c
cacapal,1,A,kakapal,Medium,Archaic ca/co/cu start
ibinubucadcad,1,A,ibinubukadkad,Medium,Archaic intervocalic c
natatatac,1,A,natatatak,Medium,Archaic ending -c
cauhawang,1,A,kauhawang,Medium,Archaic ca/co/cu start
nababacuran,1,A,nababakuran,Medium,Archaic intervocalic c
sumusuco,1,A,sumusuko,Medium,Archaic intervocalic c
contratista,1,A,kontratista,Medium,Archaic ca/co/cu start
pagkakapicpic,1,A,pagkakapikpik,Medium,Archaic ending -c
cagutuman,1,A,kagutuman,Medium,Archaic ca/co/cu start
Caatong,1,C,,High,Proper Noun (Capitalized ca/co/cu)
Caunti,1,A,Kaunti,Medium,Specific Archaic: caunti
macababawi,1,A,makababawi,Medium,Archaic intervocalic c
nangagcacabilog,1,A,nangagkakabilog,Medium,Archaic intervocalic c
nacapaisano,1,A,nakapaisano,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pangcuartel,1,E,,Medium,Uncertain
kinacalog,1,A,kinakalog,Medium,Archaic intervocalic c
pinacacalasing,1,A,pinakakalasing,Medium,Archaic intervocalic c
hinihicap,1,A,hinihikap,Medium,Archaic intervocalic c
ipinangangacong,1,A,ipinangangakong,Medium,Archaic intervocalic c
nangalulungcot,1,E,,Medium,Uncertain
nagpapacunwari,1,A,nagpapakunwari,Medium,Archaic intervocalic c
macapusta'y,1,A,makapusta'y,Medium,Archaic intervocalic c
nacahihila,1,A,nakahihila,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nagpacalayo,1,A,nagpakalayo,Medium,Archaic intervocalic c
Tumatahimic,1,A,Tumatahimik,Medium,Archaic ending -c
Sinico,1,C,,High,Proper Noun (Contains c)
tucain,1,A,tukain,Medium,Archaic intervocalic c
pinapagcahig,1,E,,Medium,Uncertain
macacalaban,1,A,makakalaban,Medium,Archaic intervocalic c
puloc,1,A,pulok,Medium,Archaic ending -c
nangagcacalayo,1,A,nangagkakalayo,Medium,Archaic intervocalic c
yapac,1,A,yapak,Medium,Archaic ending -c
nangagsusucatan,1,A,nangagsusukatan,Medium,Archaic intervocalic c
nagpanalpoc,1,A,nagpanalpok,Medium,Archaic ending -c
nagcapanagupa,1,A,nagkapanagupa,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
catalinuan,1,A,katalinuan,Medium,Archaic ca/co/cu start
masacsac,1,A,masaksak,Medium,Archaic ending -c
cautusang,1,A,kautusang,Medium,Archaic ca/co/cu start
sacsacan,1,A,saksakan,Medium,Archaic intervocalic c
ipinaco,1,A,ipinako,Medium,Archaic intervocalic c
nangagcacacabit,1,A,nangagkakakabit,Medium,Archaic intervocalic c
sumuca,1,A,sumuka,Medium,Archaic intervocalic c
nacacapakinig,1,A,nakakapakinig,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapagtagumpay,1,A,makapagtagumpay,Medium,Archaic intervocalic c
Carapatdapat,1,C,,High,Proper Noun (Capitalized ca/co/cu)
Tinatadyacan,1,C,,High,Proper Noun (Contains c)
capanganibang,1,A,kapanganibang,Medium,Archaic ca/co/cu start
capapanalo,1,A,kapapanalo,Medium,Archaic ca/co/cu start
Casunduan,1,C,,High,Proper Noun (Capitalized ca/co/cu)
maghahawac,1,A,maghahawak,Medium,Archaic ending -c
nagcacatiwala,1,A,nagkakatiwala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
curatel,1,A,kuratel,Medium,Archaic ca/co/cu start
Cristostomo,1,C,,High,Proper Noun (Contains c)
macahanap,1,A,makahanap,Medium,Archaic intervocalic c
matahimic,1,A,matahimik,Medium,Archaic ending -c
nacatitira,1,A,nakatitira,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
carruajeng,1,A,karruajeng,Medium,Archaic ca/co/cu start
ciento'y,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
Magbalic,1,A,Magbalik,Medium,Archaic ending -c
ibinalic,1,A,ibinalik,Medium,Archaic ending -c
salalac,1,A,salalak,Medium,Archaic ending -c
Sumasacatuiran,1,C,,High,Proper Noun (Contains c)
nacaubos,1,A,nakaubos,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
provinciana,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
Excelentisima,1,C,,High,Proper/Spanish
nacaculapol,1,A,nakakulapol,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
itinicom,1,A,itinikom,Medium,Archaic intervocalic c
Calunya,1,C,,High,Proper Noun (Capitalized ca/co/cu)
nagcasaclutan,1,A,nagkasaklutan,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magnacaw,1,A,magnakaw,Medium,Archaic intervocalic c
Exelencia,1,C,,High,Proper/Spanish
kinuculot,1,A,kinukulot,Medium,Archaic intervocalic c
capacanang,1,A,kapakanang,Medium,Archaic ca/co/cu start
carumihang,1,A,karumihang,Medium,Archaic ca/co/cu start
macacarlista,1,A,makakarlista,Medium,Archaic intervocalic c
cahiyahiyang,1,A,kahiyahiyang,Medium,Archaic ca/co/cu start
guiniic,1,A,guiniik,Medium,Archaic ending -c
ipinagtaca,1,A,ipinagtaka,Medium,Archaic intervocalic c
magcacaibigang,1,A,magkakaibigang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapagbuntong,1,A,makapagbuntong,Medium,Archaic intervocalic c
macalacad,1,A,makalakad,Medium,Archaic intervocalic c
sinasacya'y,1,E,,Medium,Uncertain
Magbabalic,1,A,Magbabalik,Medium,Archaic ending -c
Becquer,1,C,,High,Proper Noun (Contains c)
ipinakipagcasundo,1,E,,Medium,Uncertain
tumitic,1,A,tumitik,Medium,Archaic ending -c
ikinagalac,1,A,ikinagalak,Medium,Archaic ending -c
Pamasoc,1,A,Pamasok,Medium,Archaic ending -c
Nacahilig,1,A,Nakahilig,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Umacmang,1,C,,High,Proper Noun (Contains c)
nacalacad,1,A,nakalakad,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacapagsalita,1,A,nakapagsalita,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
caniya,1,A,kaniya,Medium,Specific Archaic: caniya
Macaparirito,1,C,,High,Proper Noun (Contains c)
caguinawan,1,A,kaguinawan,Medium,Archaic ca/co/cu start
caliluhan,1,A,kaliluhan,Medium,Archaic ca/co/cu start
centimetro,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
pinacatipun,1,A,pinakatipun,Medium,Archaic intervocalic c
icatlompong,1,A,ikatlompong,Medium,Archaic intervocalic c
mapagcacalooban,1,A,mapagkakalooban,Medium,Archaic intervocalic c
nacapangahas,1,A,nakapangahas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magcatagpo,1,A,magkatagpo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macariringig,1,A,makariringig,Medium,Archaic intervocalic c
macababalik,1,A,makababalik,Medium,Archaic intervocalic c
pacatandaan,1,A,pakatandaan,Medium,Archaic intervocalic c
sinucob,1,A,sinukob,Medium,Archaic intervocalic c
magpacalabis,1,A,magpakalabis,Medium,Archaic intervocalic c
Matataroc,1,A,Matatarok,Medium,Archaic ending -c
macamtan,1,A,makamtan,Medium,Archaic intervocalic c
cagamutang,1,A,kagamutang,Medium,Archaic ca/co/cu start
napacatitigas,1,A,napakatitigas,Medium,Archaic intervocalic c
napacababangis,1,A,napakababangis,Medium,Archaic intervocalic c
nagcacataon,1,A,nagkakataon,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacapaghihipit,1,A,nakapaghihipit,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
napacapangwasak,1,A,napakapangwasak,Medium,Archaic intervocalic c
calacasan,1,A,kalakasan,Medium,Archaic ca/co/cu start
calupitang,1,A,kalupitang,Medium,Archaic ca/co/cu start
capahintulitan,1,A,kapahintulitan,Medium,Archaic ca/co/cu start
macapagsanggalang,1,A,makapagsanggalang,Medium,Archaic intervocalic c
pinagcucuro,1,A,pinagkukuro,Medium,Archaic intervocalic c
sumasadacong,1,A,sumasadakong,Medium,Archaic intervocalic c
sinalacat,1,A,sinalakat,Medium,Archaic intervocalic c
cafiestahang,1,A,kafiestahang,Medium,Archaic ca/co/cu start
nangagnanacaw,1,A,nangagnanakaw,Medium,Archaic intervocalic c
pagpapacalabis,1,A,pagpapakalabis,Medium,Archaic intervocalic c
cabunducang,1,A,kabundukang,Medium,Archaic ca/co/cu start
macapaglalagay,1,A,makapaglalagay,Medium,Archaic intervocalic c
bituca,1,A,bituka,Medium,Archaic intervocalic c
nakikihamoc,1,A,nakikihamok,Medium,Archaic ending -c
camaliang,1,A,kamaliang,Medium,Archaic ca/co/cu start
ipagcait,1,E,,Medium,Uncertain
napacadalas,1,A,napakadalas,Medium,Archaic intervocalic c
ferrocarril,1,A,ferrokarril,Medium,Archaic intervocalic c
nananacsac,1,A,nananaksak,Medium,Archaic ending -c
sumasacatuwirang,1,A,sumasakatuwirang,Medium,Archaic intervocalic c
hocbong,1,E,,Medium,Uncertain
macapagpagalang,1,A,makapagpagalang,Medium,Archaic intervocalic c
pacatingnang,1,A,pakatingnang,Medium,Archaic intervocalic c
nasacop,1,A,nasakop,Medium,Archaic intervocalic c
calmen,1,A,kalmen,Medium,Archaic ca/co/cu start
papaco,1,A,papako,Medium,Archaic intervocalic c
casarinlan,1,A,kasarinlan,Medium,Archaic ca/co/cu start
iniimpoc,1,A,iniimpok,Medium,Archaic ending -c
pagkakatangkilic,1,A,pagkakatangkilik,Medium,Archaic ending -c
encomendero,1,E,,Medium,Uncertain
encomendero'y,1,E,,Medium,Uncertain
cautangang,1,A,kautangang,Medium,Archaic ca/co/cu start
pinasuco,1,A,pinasuko,Medium,Archaic intervocalic c
naibigcas,1,E,,Medium,Uncertain
napacaimbi,1,A,napakaimbi,Medium,Archaic intervocalic c
sumasacatwiran,1,A,sumasakatwiran,Medium,Archaic intervocalic c
mahicayat,1,A,mahikayat,Medium,Archaic intervocalic c
ticang,1,A,tikang,Medium,Archaic intervocalic c
isinacamay,1,A,isinakamay,Medium,Archaic intervocalic c
pacaibiguin,1,A,pakaibiguin,Medium,Archaic intervocalic c
catauhan,1,A,katauhan,Medium,Archaic ca/co/cu start
pinagcautangan,1,E,,Medium,Uncertain
caunti'y,1,A,kaunti'y,Medium,Archaic ca/co/cu start
nacatatalastas,1,A,nakatatalastas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
almacen,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
macapagbayad,1,A,makapagbayad,Medium,Archaic intervocalic c
pinagcacacurusan,1,A,pinagkakakurusan,Medium,Archaic intervocalic c
magcacatiwala,1,A,magkakatiwala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
calacalin,1,A,kalakalin,Medium,Archaic ca/co/cu start
capuriha't,1,A,kapuriha't,Medium,Archaic ca/co/cu start
sumaclolo't,1,E,,Medium,Uncertain
Nabuloc,1,A,Nabulok,Medium,Archaic ending -c
macapagalaga,1,A,makapagalaga,Medium,Archaic intervocalic c
nagcanulo,1,A,nagkanulo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapanganac,1,A,makapanganak,Medium,Archaic ending -c
capaniwalaang,1,A,kapaniwalaang,Medium,Archaic ca/co/cu start
nacatatanda,1,A,nakatatanda,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
tinutupoc,1,A,tinutupok,Medium,Archaic ending -c
nangaglalacad,1,A,nangaglalakad,Medium,Archaic intervocalic c
delincuente,1,E,,Medium,Uncertain
Justiciang,1,C,,High,Proper/Spanish
nacatimbuwang,1,A,nakatimbuwang,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacatihaya,1,A,nakatihaya,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macapaglacbay,1,A,makapaglakbay,Medium,Archaic intervocalic c
kinabulucan,1,A,kinabulukan,Medium,Archaic intervocalic c
pinacamabuting,1,A,pinakamabuting,Medium,Archaic intervocalic c
macacakilala,1,A,makakakilala,Medium,Archaic intervocalic c
nacatipon,1,A,nakatipon,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangacaakit,1,A,nangakaakit,Medium,Archaic intervocalic c
caisang,1,A,kaisang,Medium,Archaic ca/co/cu start
magcasama,1,A,magkasama,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Concordia,1,C,,High,Proper Noun (Capitalized ca/co/cu)
magcahiwalay,1,A,magkahiwalay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
magpasaca,1,A,magpasaka,Medium,Archaic intervocalic c
pacacasalang,1,A,pakakasalang,Medium,Archaic intervocalic c
nacatulong,1,A,nakatulong,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacapagpaicli,1,A,nakapagpaikli,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
casakitsakit,1,A,kasakitsakit,Medium,Archaic ca/co/cu start
catipanan,1,A,katipanan,Medium,Archaic ca/co/cu start
nacatarac,1,A,nakatarak,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macling,1,E,,Medium,Uncertain
capapacanan,1,A,kapapakanan,Medium,Archaic ca/co/cu start
ipinagtatalacan,1,A,ipinagtatalakan,Medium,Archaic intervocalic c
nagcacagugugol,1,A,nagkakagugugol,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
tictic,1,A,tiktik,Medium,Archaic ending -c
caramihing,1,A,karamihing,Medium,Archaic ca/co/cu start
calayaa'y,1,A,kalayaa'y,Medium,Archaic ca/co/cu start
nangagcacahiwalay,1,A,nangagkakahiwalay,Medium,Archaic intervocalic c
mangagcacalakiplakip,1,A,mangagkakalakiplakip,Medium,Archaic intervocalic c
pagsaclolo,1,E,,Medium,Uncertain
saclolong,1,E,,Medium,Uncertain
iimican,1,A,iimikan,Medium,Archaic intervocalic c
casaliwaan,1,A,kasaliwaan,Medium,Archaic ca/co/cu start
pinalacad,1,A,pinalakad,Medium,Archaic intervocalic c
kinucuha't,1,A,kinukuha't,Medium,Archaic intervocalic c
ibinabalic,1,A,ibinabalik,Medium,Archaic ending -c
nacapagbibiro,1,A,nakapagbibiro,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nacacasama,1,A,nakakasama,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
casinungalingang,1,A,kasinungalingang,Medium,Archaic ca/co/cu start
Sampaloc,1,A,Sampalok,Medium,Archaic ending -c
catuwira'y,1,A,katuwira'y,Medium,Archaic ca/co/cu start
Hacienda,1,C,,High,Proper/Spanish
macaiibig,1,A,makaiibig,Medium,Archaic intervocalic c
humalic,1,A,humalik,Medium,Archaic ending -c
cainitan,1,A,kainitan,Medium,Archaic ca/co/cu start
macapagtanim,1,A,makapagtanim,Medium,Archaic intervocalic c
magcacahusay,1,A,magkakahusay,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macacaalam,1,A,makakaalam,Medium,Archaic intervocalic c
napucaw,1,A,napukaw,Medium,Archaic intervocalic c
magtaca,1,A,magtaka,Medium,Archaic intervocalic c
nacahula,1,A,nakahula,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cahimanawari,1,A,kahimanawari,Medium,Archaic ca/co/cu start
macacasama,1,A,makakasama,Medium,Archaic intervocalic c
nagpapacunuwaring,1,A,nagpapakunuwaring,Medium,Archaic intervocalic c
Diciembre,1,C,,High,Proper/Spanish
napacarahan,1,A,napakarahan,Medium,Archaic intervocalic c
pagyapac,1,A,pagyapak,Medium,Archaic ending -c
mangagbalic,1,A,mangagbalik,Medium,Archaic ending -c
nangagsiimic,1,A,nangagsiimik,Medium,Archaic ending -c
macuha,1,A,makuha,Medium,Archaic intervocalic c
pinacamalaki,1,A,pinakamalaki,Medium,Archaic intervocalic c
pinacapandac,1,A,pinakapandak,Medium,Archaic ending -c
nangagcacakilalanan,1,A,nangagkakakilalanan,Medium,Archaic intervocalic c
pinacamataas,1,A,pinakamataas,Medium,Archaic intervocalic c
macalalaki,1,A,makalalaki,Medium,Archaic intervocalic c
magcatanda'y,1,A,magkatanda'y,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
carta,1,B,,Medium,Common Spanish Loan
cataimtimang,1,A,kataimtimang,Medium,Archaic ca/co/cu start
nacaliliwanag,1,A,nakaliliwanag,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macatatacas,1,A,makatatakas,Medium,Archaic intervocalic c
macatulad,1,A,makatulad,Medium,Archaic intervocalic c
nagcacasunod,1,A,nagkakasunod,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
Kinaladcad,1,C,,High,Proper Noun (Contains c)
ipinagtulacan,1,A,ipinagtulakan,Medium,Archaic intervocalic c
capagcaraca'y,1,A,kapagkaraka'y,Medium,Archaic ca/co/cu start
contrabandista,1,A,kontrabandista,Medium,Archaic ca/co/cu start
nagsisipanghilacbot,1,E,,Medium,Uncertain
nangagtacbuhang,1,E,,Medium,Uncertain
matucoy,1,A,matukoy,Medium,Archaic intervocalic c
macapagyabang,1,A,makapagyabang,Medium,Archaic intervocalic c
capatiran,1,A,kapatiran,Medium,Archaic ca/co/cu start
pinacaiingatan,1,A,pinakaiingatan,Medium,Archaic intervocalic c
isaclolo,1,E,,Medium,Uncertain
nangacasalacot,1,A,nangakasalakot,Medium,Archaic intervocalic c
celador,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
paracmason,1,E,,Medium,Uncertain
cawalanghiyaan,1,A,kawalanghiyaan,Medium,Archaic ca/co/cu start
macapagbitiw,1,A,makapagbitiw,Medium,Archaic intervocalic c
pagbabaca'y,1,A,pagbabaka'y,Medium,Archaic intervocalic c
nagpacatangguitangguing,1,A,nagpakatangguitangguing,Medium,Archaic intervocalic c
catulong,1,A,katulong,Medium,Archaic ca/co/cu start
gobernadorcillo'y,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
mapagcucurocuro,1,A,mapagkukurokuro,Medium,Archaic intervocalic c
carunungdungang,1,A,karunungdungang,Medium,Archaic ca/co/cu start
sasalicsic,1,A,sasaliksik,Medium,Archaic ending -c
metafisica,1,A,metafisika,Medium,Archaic intervocalic c
esencia,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
existencia,1,B,,Medium,Spanish/Foreign pattern (ce/ci)
cabuhayan,1,A,kabuhayan,Medium,Archaic ca/co/cu start
Matematicas,1,C,,High,Proper Noun (Contains c)
Fisica,1,C,,High,Proper Noun (Contains c)
patacaran,1,A,patakaran,Medium,Archaic intervocalic c
cabuluha't,1,A,kabuluha't,Medium,Archaic ca/co/cu start
balangcas,1,E,,Medium,Uncertain
Catuwiran,1,C,,High,Proper Noun (Capitalized ca/co/cu)
carilimang,1,A,karilimang,Medium,Archaic ca/co/cu start
pinacasasamba,1,A,pinakasasamba,Medium,Archaic intervocalic c
cacuriputan,1,A,kakuriputan,Medium,Archaic ca/co/cu start
macaamis,1,A,makaamis,Medium,Archaic intervocalic c
mangagcaisa,1,E,,Medium,Uncertain
macaiinis,1,A,makaiinis,Medium,Archaic intervocalic c
magpacatiratira,1,A,magpakatiratira,Medium,Archaic intervocalic c
macacasundo,1,A,makakasundo,Medium,Archaic intervocalic c
macaacbay,1,A,makaakbay,Medium,Archaic intervocalic c
macapamatnubay,1,A,makapamatnubay,Medium,Archaic intervocalic c
Ciencias,1,C,,High,Proper/Spanish
Escolasticismo,1,C,,High,Proper/Spanish
macabuhay,1,A,makabuhay,Medium,Archaic intervocalic c
Terencio,1,C,,High,Proper/Spanish
ipinagcacapagod,1,A,ipinagkakapagod,Medium,Archaic intervocalic c
cahiyahiya,1,A,kahiyahiya,Medium,Archaic ca/co/cu start
calumalumaang,1,A,kalumalumaang,Medium,Archaic ca/co/cu start
Ikinagagalac,1,A,Ikinagagalak,Medium,Archaic ending -c
claudite,1,E,,Medium,Uncertain
Sumasacadiliman,1,C,,High,Proper Noun (Contains c)
magsasacang,1,A,magsasakang,Medium,Archaic intervocalic c
amac,1,A,amak,Medium,Archaic ending -c
nacasombrero,1,A,nakasombrero,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
pinapagcacasala,1,A,pinapagkakasala,Medium,Archaic intervocalic c
nacapagcacasala,1,A,nakapagkakasala,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
macahalic,1,A,makahalik,Medium,Archaic ending -c
napacahaling,1,A,napakahaling,Medium,Archaic intervocalic c
napacarumi,1,A,napakarumi,Medium,Archaic intervocalic c
biniyac,1,A,biniyak,Medium,Archaic ending -c
itinatadyac,1,A,itinatadyak,Medium,Archaic ending -c
cagabi'y,1,A,kagabi'y,Medium,Archaic ca/co/cu start
cathacathang,1,A,kathakathang,Medium,Archaic ca/co/cu start
Nacatuclas,1,A,Nakatuklas,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
confesio,1,A,konfesio,Medium,Archaic ca/co/cu start
Sasalacayin,1,C,,High,Proper Noun (Contains c)
mapagbabacayan,1,A,mapagbabakayan,Medium,Archaic intervocalic c
macatutuclas,1,A,makatutuklas,Medium,Archaic intervocalic c
macapaghanda,1,A,makapaghanda,Medium,Archaic intervocalic c
nagtatatacbo,1,E,,Medium,Uncertain
macapagpapaliwanagan,1,A,makapagpapaliwanagan,Medium,Archaic intervocalic c
capakikipagsalitaan,1,A,kapakikipagsalitaan,Medium,Archaic ca/co/cu start
pinapangaco,1,A,pinapangako,Medium,Archaic intervocalic c
pacaingatan,1,A,pakaingatan,Medium,Archaic intervocalic c
magcacanulo,1,A,magkakanulo,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
carpetang,1,A,karpetang,Medium,Archaic ca/co/cu start
binubucsa't,1,E,,Medium,Uncertain
nagbubucas,1,A,nagbubukas,Medium,Archaic intervocalic c
pinaicli,1,E,,Medium,Uncertain
napacahaba,1,A,napakahaba,Medium,Archaic intervocalic c
Vascongado,1,C,,High,Proper Noun (Contains c)
Itinicom,1,C,,High,Proper Noun (Contains c)
nacahugot,1,A,nakahugot,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
cacanan,1,A,kakanan,Medium,Archaic ca/co/cu start
macacaharap,1,A,makakaharap,Medium,Archaic intervocalic c
Nangagsipasoc,1,A,Nangagsipasok,Medium,Archaic ending -c
panacbo,1,E,,Medium,Uncertain
Casunod,1,C,,High,Proper Noun (Capitalized ca/co/cu)
nacasandata,1,A,nakasandata,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
nangagyacap,1,A,nangagyakap,Medium,Archaic intervocalic c
Christe,1,C,,High,Proper/Foreign (ch)
icatacot,1,A,ikatakot,Medium,Archaic intervocalic c
trangcahan,1,E,,Medium,Uncertain
ilacad,1,A,ilakad,Medium,Archaic intervocalic c
cataotao,1,A,kataotao,Medium,Archaic ca/co/cu start
ipinasoc,1,A,ipinasok,Medium,Archaic ending -c
macapagsandata,1,A,makapagsandata,Medium,Archaic intervocalic c
cabayanan,1,A,kabayanan,Medium,Archaic ca/co/cu start
nacalatag,1,A,nakalatag,Medium,Archaic Affix (cum/nagc/magc/nac/pagc)
sabucot,1,A,sabukot,Medium,Archaic intervocalic c
nilacad,1,A,nilakad,Medium,Archaic intervocalic c
