token,frequency,capitalized_count,pattern_match,modern_suggestion,confidence,auto_action,sample_contexts
sacang,1,0,C_TO_K,sakang,HIGH,REVIEW,"[""1234: Tiniticlop ng hangin ang kanyang malapad na sombrero; ang kanyang habitong guinggo'y dumirikit sa kanyang katawan at ipinakikita ang anyo nito; na ano pa't namamasid ang kanyang mga payat na hitang may pagka sacang.""]"
cana'y,1,0,C_TO_K,kana'y,HIGH,REVIEW,"[""1235: Sa cana'y may hawac na isang bastong palasang may tampoc na garing.""]"
nagcakita,1,0,C_TO_K,nagkakita,HIGH,REVIEW,['1236: Noon lamang nagcakita silang dalawa ni Ibarra.']
Vaticano'y,1,1,C_TO_K,Vatikano'y,MEDIUM,REVIEW,"[""1009: Ang pinaca-papa sa Vaticano'y ang cura; ang pinaca hari sa Italiang na sa Quirinal ay ang alferez ng Guardia Civil; datapwat dapat unawaing ibabagay na lahat sa sawali at sa sabungang pawid.""]"
coliseo,1,0,C_TO_K,koliseo,HIGH,REVIEW,"[""1008: May pagkawangis ang San Diego sa Roma; ngunit hindi sa Roma ng panahong guinuguhitan ng araro ng cuhilang si Romulo ang kanyang mga kuta; hindi rin sa Romang nacapaglalagda ng mga cautusan sa sandaigdig sa paliligo sa sarili't sa mga ibang dugo, hindi: wangis ang San Diego sa casalucuyang Roma, at ang bilang caibhan lamang ay hindi mga monumentong marmol at mga coliseo ang naroon, kung di sawaling monumento at sabungang pawid.""]"
casam-a'y,1,0,C_TO_K,kasam-a'y,HIGH,REVIEW,"[""1379: Ang casam-a'y na sa tacsil na paggamit ng Purgatoriong iyan.""]"
napacatanga,1,0,C_TO_K,napakatanga,HIGH,REVIEW,"[""954: ¡kung hindi sana napacatanga ang bayang ito'y pasusucuin ko ang aking mga cagalanggalang na iyan!""]"
nacahalukipkip,1,0,C_TO_K,nakahalukipkip,HIGH,REVIEW,['871: Nababagbag ang loob na pinagmasdan siya ni pari Sibilang nacahalukipkip ang mga kamay sa ilalim ng cagalanggalang na escapulario ni Santo Domingo.']
ipinagcatiwalang,1,0,C_TO_K,ipinagkatiwalang,HIGH,REVIEW,"[""890: —Naparito po ako't sasabihin ko sa inyo ang ipinagcatiwalang bilin sa akin.""]"
cabulastigan,1,0,C_TO_K,kabulastigan,HIGH,REVIEW,"[""894: —sumagot na may sama ang loob, umupo at iliningon ang mukha, sa ibang panig,—mga cabulastigan ang sinabi sa atin; ang binatang si Ibarra'y isang matalinong bagongtao; tila mandin hindi haling; ngunit sa acala ko'y isang mabait na bagongtao.""]"
nagcacangpapagal,1,0,C_TO_K,nagkakangpapagal,HIGH,REVIEW,"[""911: —ang isinagot na nagcacangpapagal—Manacatili ang ating kapangyarihan samantalang sa capangyarihang iya'y nananalig.""]"
Manacatili,1,1,C_TO_K,Manakatili,MEDIUM,REVIEW,"[""911: —ang isinagot na nagcacangpapagal—Manacatili ang ating kapangyarihan samantalang sa capangyarihang iya'y nananalig.""]"
casakima'y,1,0,C_TO_K,kasakima'y,HIGH,REVIEW,"[""917: —Gayon man, kung sa udyoc ng casakima'y nasain ng Gobiernong maowi sa kanya ang ating inaani ... kung magcaroon ng isang pangahas at walang gulat na....""]"
nacapagpapagaling,1,0,C_TO_K,nakapagpapagaling,HIGH,REVIEW,"[""920: —Bucod sa roon—ang ipinatuloy ng may sakit—kinacailangan nating tayo'y labanan, tayo'y pucawin: nagpapakilala sa atin ang mga labanang ito ng kung saan naroon ang ating cahinaan, at ang gayo'y nacapagpapagaling sa atin.""]"
Nacararaya,1,1,C_TO_K,Nakararaya,MEDIUM,REVIEW,"[""921: Nacararaya sa atin at nacapagpapahimbing ang malabis na mga pagpuri: datapwat sa labas ay nacapagpapapangit ng ating anyo, at sa araw na mahulog tayo sa capangitang anyo, tayo'y mapapahamac, na gaya ng pagkapahamac natin sa Europa.""]"
nacapagpapahimbing,1,0,C_TO_K,nakapagpapahimbing,HIGH,REVIEW,"[""921: Nacararaya sa atin at nacapagpapahimbing ang malabis na mga pagpuri: datapwat sa labas ay nacapagpapapangit ng ating anyo, at sa araw na mahulog tayo sa capangitang anyo, tayo'y mapapahamac, na gaya ng pagkapahamac natin sa Europa.""]"
nacapagpapapangit,1,0,C_TO_K,nakapagpapapangit,HIGH,REVIEW,"[""921: Nacararaya sa atin at nacapagpapahimbing ang malabis na mga pagpuri: datapwat sa labas ay nacapagpapapangit ng ating anyo, at sa araw na mahulog tayo sa capangitang anyo, tayo'y mapapahamac, na gaya ng pagkapahamac natin sa Europa.""]"
capangitang,1,0,C_TO_K,kapangitang,HIGH,REVIEW,"[""921: Nacararaya sa atin at nacapagpapahimbing ang malabis na mga pagpuri: datapwat sa labas ay nacapagpapapangit ng ating anyo, at sa araw na mahulog tayo sa capangitang anyo, tayo'y mapapahamac, na gaya ng pagkapahamac natin sa Europa.""]"
Quos,1,1,UO_TO_O,Qos,MEDIUM,REVIEW,"['929: Nanganganib akong baka tayo\'y nagpapasimula na ng pagbaba: ""Quos vult perdere Jupiter dementat prius.']"
inaaacala,1,0,C_TO_K,inaaakala,HIGH,REVIEW,['933: —Sa macatuwid ay inaaacala po ba ninyong ang buwis ay ...']
macapagsalitaan,1,0,C_TO_K,makapagsalitaan,HIGH,REVIEW,"[""942: —Ng macapagsalitaan sila ng mga iba't ibang bagay na walang cabuluhan, nagpaalam si Fr. Sibyla.""]"
cabigatan,1,0,C_TO_K,kabigatan,HIGH,REVIEW,"['944: Nang nakikipagsalitaan siya sa kanyang mga ayudante tungkol sa mga pagbangguit na sa kanya\'y ginagawa ng mga pahayagan sa Maynila, sa ilalim ng mga pamagat na mga ""cometa"" at iba pang mga napakikita sa langit, sinabi sa kanya ng isa sa mga ayudanteng iyon ang pakikipagcagalit ni pari Damaso, na pinalubha pa ang cabigatan ng mga pananalita, baga man pinakinis ng caunti ang mga bigcas ng sabi.']"
bigcas,1,0,C_TO_K,bigkas,HIGH,REVIEW,"['944: Nang nakikipagsalitaan siya sa kanyang mga ayudante tungkol sa mga pagbangguit na sa kanya\'y ginagawa ng mga pahayagan sa Maynila, sa ilalim ng mga pamagat na mga ""cometa"" at iba pang mga napakikita sa langit, sinabi sa kanya ng isa sa mga ayudanteng iyon ang pakikipagcagalit ni pari Damaso, na pinalubha pa ang cabigatan ng mga pananalita, baga man pinakinis ng caunti ang mga bigcas ng sabi.']"
nacasasakit,1,0,C_TO_K,nakasasakit,HIGH,REVIEW,"[""948: —¡Hindi nacasasakit ang babae't fraile!""]"
nacapagdaragdag,1,0,C_TO_K,nakapagdaragdag,HIGH,REVIEW,"[""870: Nanglalalalim ang mga matang napuputungan ng lubhang malalagong kilay, na palibhasa'y laguing nacacunot ay nacapagdaragdag ng ningning ng paghihingalo ng kanyang mga mata.""]"
Procuracion,1,1,C_TO_K,Prokuracion,MEDIUM,REVIEW,"['864: Hindi niya pinansin ang masarap na amoy-chocolate, at gayon ding di niya inino ingay ng mga cajon at ang salaping nariringig mula, sa Procuracion, at bahagya ng sumagot sa mapitagan at maguiliw na bati ng uldog na procurador, nanhik si Fr. Sybila, tinahac ang ilang mga ""corredor"" at tumuctoc ng buto ng mga daliri sa isang pintuan.']"
amoy-chocolate,1,0,C_TO_K,amoy-chokolate,HIGH,REVIEW,"['864: Hindi niya pinansin ang masarap na amoy-chocolate, at gayon ding di niya inino ingay ng mga cajon at ang salaping nariringig mula, sa Procuracion, at bahagya ng sumagot sa mapitagan at maguiliw na bati ng uldog na procurador, nanhik si Fr. Sybila, tinahac ang ilang mga ""corredor"" at tumuctoc ng buto ng mga daliri sa isang pintuan.']"
calairit,1,0,C_TO_K,kalairit,HIGH,REVIEW,"[""843: Nakikisaliw sa malungcot at di nagbabagong anyo ng awit ng namamatnugot na nacasacay sa kalabaw ang matinding calairit ng tuyong rueda sa pag-ikit na kasama ang kinsekinse ng mabigat na carreton; kung minsan nama'y ang malagaslas na tunog ng gasgas na mga paa ng isang paragos, niyang trineong sa Filipinas ay hinihilang napacabanayad sa ibabaw ng alaboc o ng mga lubac sa daan.""]"
nacasasalubong,1,0,C_TO_K,nakasasalubong,HIGH,REVIEW,"['840: Tuloy ang paggulong ng coche: nacasasalubong ng isang carromatang hila ng isa o dalawang kabayo, na napagkikilalang galing lalawigan, dahil sa guarnicion at iba pang cagamitang pawang abaca.']"
carromatang,1,0,C_TO_K,karromatang,HIGH,REVIEW,"['840: Tuloy ang paggulong ng coche: nacasasalubong ng isang carromatang hila ng isa o dalawang kabayo, na napagkikilalang galing lalawigan, dahil sa guarnicion at iba pang cagamitang pawang abaca.']"
abaca,1,0,C_TO_K,abaka,HIGH,REVIEW,"['840: Tuloy ang paggulong ng coche: nacasasalubong ng isang carromatang hila ng isa o dalawang kabayo, na napagkikilalang galing lalawigan, dahil sa guarnicion at iba pang cagamitang pawang abaca.']"
carromatero,1,0,C_TO_K,karromatero,HIGH,REVIEW,"[""841: Pinagpipilitang makita ng carromatero ang naglalacbay na nacasacay sa maningning na coche at nagdaraang hindi nakikipagpalitan ng kahi't isang pananalita, ng kahi't isang pakikipagbatian.""]"
nacawawala,1,0,C_TO_K,nakawawala,HIGH,REVIEW,"['842: Kung minsa\'y isang carretong hila ng isang kalabaw na marahan ang lakad at parang walang ano man ang siyang nacawawala ng capanglawan ng maluluang at maalicaboc na mga lansangang napapaliguan ng makinang na araw ng mga ""tropico"".']"
maalicaboc,1,0,C_TO_K,maalikaboc,HIGH,REVIEW,"['842: Kung minsa\'y isang carretong hila ng isang kalabaw na marahan ang lakad at parang walang ano man ang siyang nacawawala ng capanglawan ng maluluang at maalicaboc na mga lansangang napapaliguan ng makinang na araw ng mga ""tropico"".']"
tropico,1,0,C_TO_K,tropiko,HIGH,REVIEW,"['842: Kung minsa\'y isang carretong hila ng isang kalabaw na marahan ang lakad at parang walang ano man ang siyang nacawawala ng capanglawan ng maluluang at maalicaboc na mga lansangang napapaliguan ng makinang na araw ng mga ""tropico"".']"
napacabanayad,1,0,C_TO_K,napakabanayad,HIGH,REVIEW,"[""843: Nakikisaliw sa malungcot at di nagbabagong anyo ng awit ng namamatnugot na nacasacay sa kalabaw ang matinding calairit ng tuyong rueda sa pag-ikit na kasama ang kinsekinse ng mabigat na carreton; kung minsan nama'y ang malagaslas na tunog ng gasgas na mga paa ng isang paragos, niyang trineong sa Filipinas ay hinihilang napacabanayad sa ibabaw ng alaboc o ng mga lubac sa daan.""]"
napacalaking,1,0,C_TO_K,napakalaking,HIGH,REVIEW,"['861: Maligalig ang loob ni Kapitang Tiago, hindi nacaimic ngunit sumunod sa napacalaking sacerdote, at sinarhan ang pinto pagkapasoc nila.']"
coche't,1,0,C_TO_K,koche't,HIGH,REVIEW,"[""846: Bumalic tayo sa Maynila samantalang gumugulong ang coche't nagpapaguiray-guiray, tulad sa isang lasing, sa burol-burol na lupa, at samantalang tumatawid sa tulay na cawayan, pumapanhik sa mataric na ahunin o bumababa sa totoong malalim na lusungin.""]"
caiiwan,1,0,C_TO_K,kaiiwan,HIGH,REVIEW,"['847: Hindi nagcamali si Ibarra; nalululan nga si ""victoriang"" iyon si pari Damaso at tumutungo sa bahay na kanyang bagong caiiwan.']"
mangagsisisacay,1,0,C_TO_K,mangagsisisakay,HIGH,REVIEW,"['849: —ang tanong ng fraile kay Maria Clara at kay tia Isabel, na mangagsisisacay na sa isang cocheng may mga pamuting pilac, at tinatampitampi ni pari Damaso ang mga pisngi ni Maria Clara, sa gitna ng kanyang mga caguluhan ng isip.']"
Cucunin,1,1,C_TO_K,Kukunin,MEDIUM,REVIEW,['850: —Cucunin ko sa beaterio ang aking mga bagaybagay roon—ang sagot ni Maria Clara.']
nagtaca,1,0,C_TO_K,nagtaka,HIGH,REVIEW,"[""854: —ang ipinagbububulong na hindi napapansin ang sinasabi, na ano pa't nagtaca, ang dalawang babae.""]"
sacay,1,0,C_TO_K,sakay,HIGH,REVIEW,['857: —ani tia Isabel;—sacay na Maria at tatanghaliin tayo ng pagdating.']
nacaimic,1,0,C_TO_K,nakaimic,HIGH,REVIEW,"['861: Maligalig ang loob ni Kapitang Tiago, hindi nacaimic ngunit sumunod sa napacalaking sacerdote, at sinarhan ang pinto pagkapasoc nila.']"
pinacaparusa,1,0,C_TO_K,pinakaparusa,HIGH,REVIEW,"[""950: At lalong lalo na ngayong aking natalastas na pinaglalaruan lamang ng provincial ang aking mga utos; hiningi kong pinacaparusa ang paglilipat sa ibang bayan ng fraileng iyan; at siya nga naman, siya'y inilipat, ngunit doon siya inilagay sa lalong magaling na bayan: ¡frailadas!""]"
pasusucuin,1,0,C_TO_K,pasusukuin,HIGH,REVIEW,"[""954: ¡kung hindi sana napacatanga ang bayang ito'y pasusucuin ko ang aking mga cagalanggalang na iyan!""]"
nacapaglalagda,1,0,C_TO_K,nakapaglalagda,HIGH,REVIEW,"[""1008: May pagkawangis ang San Diego sa Roma; ngunit hindi sa Roma ng panahong guinuguhitan ng araro ng cuhilang si Romulo ang kanyang mga kuta; hindi rin sa Romang nacapaglalagda ng mga cautusan sa sandaigdig sa paliligo sa sarili't sa mga ibang dugo, hindi: wangis ang San Diego sa casalucuyang Roma, at ang bilang caibhan lamang ay hindi mga monumentong marmol at mga coliseo ang naroon, kung di sawaling monumento at sabungang pawid.""]"
macapagligtas,1,0,C_TO_K,makapagligtas,HIGH,REVIEW,"[""962: Lumibot ng macaalawa o macaatlo sa salas si Kapitang Tiagong nag-iisip-isip at nagbubuntong hininga; di caguinsaguinsa'y parang may naisip siyang magaling, tumacbo sa panalanginan at pinatay ang mga candila at ang lamparang kanyang pinasindihan upang siyang macapagligtas kay Ibarra.""]"
nangacong,1,0,C_TO_K,nangakong,HIGH,REVIEW,"[""984: Isang kulang palad na nangingibig, na sa pagmimithi niyang mapuna ng sa kanya'y nagwawalang bahala, nangacong matitira siyang magdamag sa lilim ng kahoy at ipupulupot niya sa puno nito ang isang mahabang yantoc, namatay dahil sa matinding lagnat na sa kanya'y dumapo kinabucasan ng gabi ng kanyang pakikipagpustahan.""]"
catha't,1,0,C_TO_K,katha't,HIGH,REVIEW,"[""985: May pinagsasalitaanan pang mga catha't sali't saling sabi tungkol sa gubat na iyon.""]"
binacuran,1,0,C_TO_K,binakuran,HIGH,REVIEW,"[""987: Si Don Saturnino'y isang binatang malungcot ang asal at lubhang magagalitin, at kung minsa'y malupit; datapwat totoong masipag at masintahin sa paggawa: binacuran ng pader ang pinaglibingan sa kanyang ama, na manacanaca lamang dinadalaw.""]"
pagsasacang,1,0,C_TO_K,pagsasakang,HIGH,REVIEW,"[""989: Batangbata pa si Don Rafael ay nagpilit nang siya'y calugdan ng mga taong bukid: hindi nalao't pagdaca'y lumago ang pagsasacang dinala at pinalaganap ng kanyang ama, nanahan doon ang maraming tao, nangagsiparoon ang maraming insic; ang pulo ng mga dampa'y naging isang nayon, at nagcaroon ng isang curang tagalog; pagkatapos ay naging isang bayan, namatay ang cura at naparoon si Fr. Damaso; ngunit ang libinga't caratig na lupa'y pawang pinagpitaganan.""]"
cacapalan,1,0,C_TO_K,kakapalan,HIGH,REVIEW,"[""992: —kanilang ipinagtatapunan ang mga bungang kahoy at ang mga panghampas, lumulucso sila sa mga kahoy at nangagtatacbuhan sa ibabaw ng malalaking bato at sa mga cacapalan ng damo, at hindi sila tumitiguil hanggang sa macalabas sa gubat, na nangamumutla, humihingal ang iba, ang iba'y umiiyac, at cacaunti ang nangagtatawa.""]"
nagcacautang,1,0,C_TO_K,nagkakautang,HIGH,REVIEW,"[""999: —Totoo't kung siya'y dumarating ay sinasalubong siya ng orquesta ng mga nagcacautang sa kanya, hinahandugan siya ng piguing at binubusog siya sa mga alay.""]"
nangacacahuli,1,0,C_TO_K,nangakakahuli,HIGH,REVIEW,"[""1000: Inilalatag sa kanyang mesa ang lalong magagaling na bungang kahoy; kung nangacacahuli sa pangangaso ng isang usa o baboy-ramo'y sa kanya ang icapat na bahagui; kung nababati niya ang cainaman ng kabayo ng isang sa kanya'y may utang, pagdating ng calahating horas ay sumasacanyang cuadra na: ang lahat ng ito'y katotohanan; ngunit siya'y pinagtatawanan at tinatawag siya sa lihim na Sacristan Tiago.""]"
sumasacanyang,1,0,C_TO_K,sumasakanyang,HIGH,REVIEW,"[""1000: Inilalatag sa kanyang mesa ang lalong magagaling na bungang kahoy; kung nangacacahuli sa pangangaso ng isang usa o baboy-ramo'y sa kanya ang icapat na bahagui; kung nababati niya ang cainaman ng kabayo ng isang sa kanya'y may utang, pagdating ng calahating horas ay sumasacanyang cuadra na: ang lahat ng ito'y katotohanan; ngunit siya'y pinagtatawanan at tinatawag siya sa lihim na Sacristan Tiago.""]"
cuadra,1,0,C_TO_K,kuadra,HIGH,REVIEW,"[""1000: Inilalatag sa kanyang mesa ang lalong magagaling na bungang kahoy; kung nangacacahuli sa pangangaso ng isang usa o baboy-ramo'y sa kanya ang icapat na bahagui; kung nababati niya ang cainaman ng kabayo ng isang sa kanya'y may utang, pagdating ng calahating horas ay sumasacanyang cuadra na: ang lahat ng ito'y katotohanan; ngunit siya'y pinagtatawanan at tinatawag siya sa lihim na Sacristan Tiago.""]"
nacapagmumura,1,0,C_TO_K,nakapagmumura,HIGH,REVIEW,"[""1002: Ito'y isang kulang palad na hindi nag-uutos, siya ang sumusunod; hindi nacapagmumura kanino man, siya ang minumura; hindi nagagawa niya ang maibigan, ginagawa sa kanya ang calooban ng iba; ang capalit nito'y nananagot siya sa Alcalde mayor ng lahat ng sa kanya'y ipinag-utos, ipinagawa at ipinatatag sa kanya ng mga iba, na para manding nanggaling sa bungo ng kanyang ulo ang lahat ng iyon; ngunit dapat sabihin, sa icapupuri niya, na ang catungculang kanyang hawac ay hindi niya ninacaw o kinamcam: upang tamuhi'y nagcagugol siya ng limang libong piso, at maraming cadustaan, ngunit sa napapakinabang niya'y kanyang inaacalang murangmura ang mga gugol na iyon.""]"
icapupuri,1,0,C_TO_K,ikapupuri,HIGH,REVIEW,"[""1002: Ito'y isang kulang palad na hindi nag-uutos, siya ang sumusunod; hindi nacapagmumura kanino man, siya ang minumura; hindi nagagawa niya ang maibigan, ginagawa sa kanya ang calooban ng iba; ang capalit nito'y nananagot siya sa Alcalde mayor ng lahat ng sa kanya'y ipinag-utos, ipinagawa at ipinatatag sa kanya ng mga iba, na para manding nanggaling sa bungo ng kanyang ulo ang lahat ng iyon; ngunit dapat sabihin, sa icapupuri niya, na ang catungculang kanyang hawac ay hindi niya ninacaw o kinamcam: upang tamuhi'y nagcagugol siya ng limang libong piso, at maraming cadustaan, ngunit sa napapakinabang niya'y kanyang inaacalang murangmura ang mga gugol na iyon.""]"
kinamcam,1,0,C_TO_K,kinamkam,HIGH,REVIEW,"[""1002: Ito'y isang kulang palad na hindi nag-uutos, siya ang sumusunod; hindi nacapagmumura kanino man, siya ang minumura; hindi nagagawa niya ang maibigan, ginagawa sa kanya ang calooban ng iba; ang capalit nito'y nananagot siya sa Alcalde mayor ng lahat ng sa kanya'y ipinag-utos, ipinagawa at ipinatatag sa kanya ng mga iba, na para manding nanggaling sa bungo ng kanyang ulo ang lahat ng iyon; ngunit dapat sabihin, sa icapupuri niya, na ang catungculang kanyang hawac ay hindi niya ninacaw o kinamcam: upang tamuhi'y nagcagugol siya ng limang libong piso, at maraming cadustaan, ngunit sa napapakinabang niya'y kanyang inaacalang murangmura ang mga gugol na iyon.""]"
cadustaan,1,0,C_TO_K,kadustaan,HIGH,REVIEW,"[""1002: Ito'y isang kulang palad na hindi nag-uutos, siya ang sumusunod; hindi nacapagmumura kanino man, siya ang minumura; hindi nagagawa niya ang maibigan, ginagawa sa kanya ang calooban ng iba; ang capalit nito'y nananagot siya sa Alcalde mayor ng lahat ng sa kanya'y ipinag-utos, ipinagawa at ipinatatag sa kanya ng mga iba, na para manding nanggaling sa bungo ng kanyang ulo ang lahat ng iyon; ngunit dapat sabihin, sa icapupuri niya, na ang catungculang kanyang hawac ay hindi niya ninacaw o kinamcam: upang tamuhi'y nagcagugol siya ng limang libong piso, at maraming cadustaan, ngunit sa napapakinabang niya'y kanyang inaacalang murangmura ang mga gugol na iyon.""]"
nacatitigatig,1,0,C_TO_K,nakatitigatig,HIGH,REVIEW,"[""1005: hindi nacatitigatig ang mabait na Dios ng mga conciencia at ng pagkakatulog ng mga mamamayan doon: hindi nacapangingilabot man lamang sa kanila; at sacali't masalita sa kanila ang Dios sa alin mang sermon, walang salang naiisip nilang casabay ang pagbubuntong hininga: ¡Kung iisa sana ang Dios!...""]"
nacapangingilabot,1,0,C_TO_K,nakapangingilabot,HIGH,REVIEW,"[""1005: hindi nacatitigatig ang mabait na Dios ng mga conciencia at ng pagkakatulog ng mga mamamayan doon: hindi nacapangingilabot man lamang sa kanila; at sacali't masalita sa kanila ang Dios sa alin mang sermon, walang salang naiisip nilang casabay ang pagbubuntong hininga: ¡Kung iisa sana ang Dios!...""]"
capagurang,1,0,C_TO_K,kapagurang,HIGH,REVIEW,"[""1006: Bahagya na nila nagugunita ang Dios: lalong malaki pa nga ang capagurang sa kanila'y ibinibigay ng mga santo at mga santa.""]"
cuhilang,1,0,C_TO_K,kuhilang,HIGH,REVIEW,"[""1008: May pagkawangis ang San Diego sa Roma; ngunit hindi sa Roma ng panahong guinuguhitan ng araro ng cuhilang si Romulo ang kanyang mga kuta; hindi rin sa Romang nacapaglalagda ng mga cautusan sa sandaigdig sa paliligo sa sarili't sa mga ibang dugo, hindi: wangis ang San Diego sa casalucuyang Roma, at ang bilang caibhan lamang ay hindi mga monumentong marmol at mga coliseo ang naroon, kung di sawaling monumento at sabungang pawid.""]"
