token,count,example_contexts,chapters
Nangagsitacas,1,"Nangagsitacas ang mga pinacamagaling, dahil sa panunumbalic ng dating palacad, at sa mga natitira, sa ilang batang kaya pumapasoc sa escuelaha'y ng hindi macagawa sa kanilang bahay, sino ma'y walang bumati sa akin sa aking paggaling: sa ganang kanila'y walang malasakit ang gumaling ako o hindi; marahil lalong inibiig sana nila ang ako'y manatili sa pagkakasakit, sa pagka't tunay nga't lalong mainam mamalo ang maestrong panghalili sa akin, ngunit ang capalit naman nito'y bihirang pumaroon sa pagtuturo sa escuelahan.",noli:19
panunumbalic,1,"Nangagsitacas ang mga pinacamagaling, dahil sa panunumbalic ng dating palacad, at sa mga natitira, sa ilang batang kaya pumapasoc sa escuelaha'y ng hindi macagawa sa kanilang bahay, sino ma'y walang bumati sa akin sa aking paggaling: sa ganang kanila'y walang malasakit ang gumaling ako o hindi; marahil lalong inibiig sana nila ang ako'y manatili sa pagkakasakit, sa pagka't tunay nga't lalong mainam mamalo ang maestrong panghalili sa akin, ngunit ang capalit naman nito'y bihirang pumaroon sa pagtuturo sa escuelahan.",noli:19
nagsacristan,1,"Gayon man, ang isang anak ng tagabukid, na dumadalaw sa akin sa buong aking pagkakasakit, kaya hindi na pumapasoc ay dahil sa siya'y nagsacristan: sinasabi ng sacristan mayor na hindi raw marapat na magmarani sa escuelahan ang mga sacristan, sa pagka't bababa ang kanilang uri.",noli:19
napacasaclap,1,"Yamang hindi nila ako mangyaring caguiliwan ngayon, ninais kong may maalaala sila sa aking hindi napacasaclap kung may maisimpan silang ano mang bagay na pakikinabangang ako ang may turo.",noli:19
catecismong,1,"Talastas na po ninyong na sa wikang kastila ang mga libro sa caramihan ng mga escuelahan, liban na lamang sa catecismong tagalog na nagbabago, alinsunod sa samahan ng mga fraileng kinapapanigan ng cura.",noli:19
catecismo,1,"Ang caraniwan ng mga librong ito'y mga ""novena"" mga, trisagio, ang catecismo ni pari Astete, na ang nacucuba nilang cabanalan doo'y cawangis din kung naging sa mga hereje ang mga librong iyon.",noli:19
nacucuba,1,"Ang caraniwan ng mga librong ito'y mga ""novena"" mga, trisagio, ang catecismo ni pari Astete, na ang nacucuba nilang cabanalan doo'y cawangis din kung naging sa mga hereje ang mga librong iyon.",noli:19
idinidicta,1,"Manacanacang isinasatagalog ko ang maliliit na libro, gaya ng Historia ng Filipinas ni pari Barranera, at pagkatapos ay aking idinidicta, upang kanilang tipuning na sa mga cuaderno, at kung minsa'y aking dinaragdagan ng sariling mga pagpapahiwatig.",noli:19
nangagcagulo,1,"Ngayo'y ang mga babae naman ang nangagcagulo; nangagcasiya ang mga lalaki sa pag-ngiti, dahil sa gayong gawa ko'y kanilang namamasdan daw ang isa sa aking mga caululan.",noli:19
wicaan,1,"Ipinatawag ako ng bagong cura, at kahi't hindi ako pinag-wicaan, gayon ma'y sinabi sa aking ang religion daw ang dapat kong pagsicapan, at bago ko ituro ang mga bagay na ito'y dapat na ipakilala ng mga bata, sa pamamamag-itan ng isang pagsusulit, na totoong nasasaulo na nila ang mga Misterio, ang Trisagio at ang Catolicismo ng Doctrina Cristiana.",noli:19
Catolicismo,1,"Ipinatawag ako ng bagong cura, at kahi't hindi ako pinag-wicaan, gayon ma'y sinabi sa aking ang religion daw ang dapat kong pagsicapan, at bago ko ituro ang mga bagay na ito'y dapat na ipakilala ng mga bata, sa pamamamag-itan ng isang pagsusulit, na totoong nasasaulo na nila ang mga Misterio, ang Trisagio at ang Catolicismo ng Doctrina Cristiana.",noli:19
Doctrina,1,"Ipinatawag ako ng bagong cura, at kahi't hindi ako pinag-wicaan, gayon ma'y sinabi sa aking ang religion daw ang dapat kong pagsicapan, at bago ko ituro ang mga bagay na ito'y dapat na ipakilala ng mga bata, sa pamamamag-itan ng isang pagsusulit, na totoong nasasaulo na nila ang mga Misterio, ang Trisagio at ang Catolicismo ng Doctrina Cristiana.",noli:19
nacasasaulo,1,"Marami sa kanila ang nacasasaulo ng mga ""Misterio"" at ""Trisagio"", datapwat nanganganib akong masayang ang aking mga pagpupumilit tungkol sa kay pari Astete, sa pagka't hindi pa totoong napag-wawari ng marami sa aking mga tinuturuan ang pagkakaiba't iba ng mga tanong at ng mga sagot, at ang dapat na maguing cahulugan ng dalawang ito.",noli:19
ipanganganac,1,"¡At sa ganitong calagaya'y mamamatay tayo, at ganyan din ang gagawin ng mga ipanganganac, samantalang sa Europa'y pinag-uusapan ang nauucol sa pagsulong.",noli:19
napacamahiliguin,1,—¡Howag baga naman tayong napacamahiliguin sa pag-asang dito sa atin ay wala ng cagalingang mangyayari!,noli:19
binalac,1,"—Makikita ninyo't matutulad sa aking mga binalac ang layong kanilang sinabi sa akin, at kung hindi, ¡tingnan natin!",noli:19
casalaulaan,1,"Ang mga pader ng salas na iyo'y pinaputi ng pintang apog at punong-puno ng mga dibujong uling ang iguinuhit na humiguit cumulang ang capangitan, humiguit cumulang ang casalaulaan, na may mga cahalong paunawang sulat upang mapag-unawang magaling ang mga cahulugan noon.",noli:20
pangpaputoc,1,"Namamasdan sa isang suloc na nacasandal ng mahusay na pagkakahanay ang may sampong mga lumang fusil na batong pingkian ang pangpaputoc na cahalo ng sableng calawangin, mga espadin at mga talibong: yaon ang mga sandata ng mga ""cuadrillero.",noli:20
calawangin,1,"Namamasdan sa isang suloc na nacasandal ng mahusay na pagkakahanay ang may sampong mga lumang fusil na batong pingkian ang pangpaputoc na cahalo ng sableng calawangin, mga espadin at mga talibong: yaon ang mga sandata ng mga ""cuadrillero.",noli:20
nacabuca,1,"Sa isang dulo ng salas na napapapamutihan ng maruruming mga ""cortinang"" pula, natatago ang larawan ng hari, na nacasabit sa pader, nacapatong sa isang tarimang kahoy ang isang lumang sillong nacabuca ang canyang wasac na mga brazo; sa harapa'y may isang malaking mesang kahoy na narurungisan ng tinta na may mga ukit na mga salita at mga unang letra ng pangalan cawangis ng marami sa mga mesa sa mga tindahan ng alac at cerveza sa Alemania, na caraniwang paroonan ng mga estudiante.",noli:20
bancco,1,Manga sirang bancco at silla ang siyang nacahuhusto ng mga casangcapan.,noli:20
nacahuhusto,1,Manga sirang bancco at silla ang siyang nacahuhusto ng mga casangcapan.,noli:20
nangagcacasundo,1,"Dito nagsasalitaan ngayon ang mga puno ng bayan at ng mga nayon: hindi nakikihalo ang pangcat ng mga matatanda sa pangcat ng mga bata, at hindi nangagcacasundo ang isa't isa; sila ang mga kinacatawan ng partido conservador at ng partido liberal, ang naguiguing catangia'y totoong napapacalabis sa mga bayan ang kanilang mga pagtatalotalo.",noli:20
catangia'y,1,"Dito nagsasalitaan ngayon ang mga puno ng bayan at ng mga nayon: hindi nakikihalo ang pangcat ng mga matatanda sa pangcat ng mga bata, at hindi nangagcacasundo ang isa't isa; sila ang mga kinacatawan ng partido conservador at ng partido liberal, ang naguiguing catangia'y totoong napapacalabis sa mga bayan ang kanilang mga pagtatalotalo.",noli:20
Nacacapagculang,1,—¡Nacacapagculang-tiwala sa akin ang asal ng gobernadorcillo!,noli:20
Nacausap,1,—ang marahang sinabi ni Don Filipo sa dalawa o sa tatlong nakikinig sa kanya—Nacausap ko caninang umaga si matandang Tasio.,noli:20
humicayat,1,"Kung gayo'y kayo ang humicayat na gawin ang bagay na iyan, at kahi't ang bagay na iya'y pakikinabangang higuit kay sa isang ""mitra"" ay ipagtatacwilan.",noli:20
ipagtatacwilan,1,"Kung gayo'y kayo ang humicayat na gawin ang bagay na iyan, at kahi't ang bagay na iya'y pakikinabangang higuit kay sa isang ""mitra"" ay ipagtatacwilan.",noli:20
cababababaan,1,"Kung kayo'y matalo na, inyong ipasabi ang inyong linalayon sa lalong cababababaan sa lahat ninyong mga casamahan, at sasang-ayunan ang inyong layong iyon ng inyong mga kaaway, sa hangad nilang kayo'y hiyain.",noli:20
pacalalabisin,1,"—Kaya nga ako ang siyang magsasalita upang gawin ang panucala ng ating mga kaaway, na ano pa't pacalalabisin ko ang pangangatuwiran hanggang sa catawa-tawa.",noli:20
catawa,1,"—Kaya nga ako ang siyang magsasalita upang gawin ang panucala ng ating mga kaaway, na ano pa't pacalalabisin ko ang pangangatuwiran hanggang sa catawa-tawa.",noli:20
gobernadorcillong,1,Hindi nalao't pumasoc ang gobernadorcillong malungcot ang pagmumukha: siya rin ang nakita natin cahapong may dalang isang arrobang candila.,noli:20
macalimang,1,"Naupo ang gobernadorcillo sa sillong nacalagay sa ibaba ng larawan ng hari, macaapat o macalimang umubo, hinaplos ang ulo at ang mukha, inilagay ang sico sa ibabaw ng mesa, inalis, muling umubo at gayon ang paulit-ulit na ginawa.",noli:20
cawacasang,1,—ang sinabi sa cawacasang nanglulupaypay ang voces:—nangahas akong anyayahan ko kayong lahat sa pagpupulong na ito ...,noli:20
pintacasing,1,¡ejem!... gagawin natin ang fiesta ng ating pintacasing si San Diego sa ica 12 nitong buwan....,noli:20
caumpoc,1,"Ako ang naunang nagsalita, baga man lalong may carapatang mangauna sa akin ang mga caumpoc dito, ngunit ako ang unang nagsalita, sa pagka't sa acala ko'y sa mga ganitong bagay, ang magpasimula ng pananalita'y hindi ang cahuluga'y siyang nangunguna, at gayon ding hindi ang cabuntutan ang cahulugan ng cahulihulihang magsaysay.",noli:20
cabuntutan,1,"Ako ang naunang nagsalita, baga man lalong may carapatang mangauna sa akin ang mga caumpoc dito, ngunit ako ang unang nagsalita, sa pagka't sa acala ko'y sa mga ganitong bagay, ang magpasimula ng pananalita'y hindi ang cahuluga'y siyang nangunguna, at gayon ding hindi ang cabuntutan ang cahulugan ng cahulihulihang magsaysay.",noli:20
napacamahalaga,1,"Bucod sa rito'y ang mga bagay na sasabihin ko'y lubhang napacamahalaga upang maipagpaubaya o sabihin kaya sa cahulihulihan; ito ang dahil at ibig ko sanang magpauna ng pananalita, at ng maibigay ang dapat na cauculan.",noli:20
camusmusang,1,"Itulot nga ninyong ako ang maunang magsalita sa pulong na itong kinakikitaan ko ng mga nalilimping totoong mga litaw na mga tao, gaya na nga ng ginoong casalucuyang capitan, ng capitan pasado, ng kaibigan kong tanging si Don Valenting capitan pasado, ang aking kaibigan sa camusmusang si Don Julio, ang ating bantog na capitan ng mga cuadrillerong si Don Melchor, at marami pang mga caguinoohang di ko na sasabihi't ng huwag akong humaba, na nakikita ng inyong mga camahalang pawang caharap natin ngayon ipinamanhik ko po sa inyong mga camahalan ipahintulot na ako'y macapagsalita bago magsalita ang ibang sino man ¿Magtatamo kaya ako ng capalarang pahinuhod ang capulungan sa aking mapacumbabang capamanhican?",noli:20
capulungan,1,"Itulot nga ninyong ako ang maunang magsalita sa pulong na itong kinakikitaan ko ng mga nalilimping totoong mga litaw na mga tao, gaya na nga ng ginoong casalucuyang capitan, ng capitan pasado, ng kaibigan kong tanging si Don Valenting capitan pasado, ang aking kaibigan sa camusmusang si Don Julio, ang ating bantog na capitan ng mga cuadrillerong si Don Melchor, at marami pang mga caguinoohang di ko na sasabihi't ng huwag akong humaba, na nakikita ng inyong mga camahalang pawang caharap natin ngayon ipinamanhik ko po sa inyong mga camahalan ipahintulot na ako'y macapagsalita bago magsalita ang ibang sino man ¿Magtatamo kaya ako ng capalarang pahinuhod ang capulungan sa aking mapacumbabang capamanhican?",noli:20
capamanhican,1,"Itulot nga ninyong ako ang maunang magsalita sa pulong na itong kinakikitaan ko ng mga nalilimping totoong mga litaw na mga tao, gaya na nga ng ginoong casalucuyang capitan, ng capitan pasado, ng kaibigan kong tanging si Don Valenting capitan pasado, ang aking kaibigan sa camusmusang si Don Julio, ang ating bantog na capitan ng mga cuadrillerong si Don Melchor, at marami pang mga caguinoohang di ko na sasabihi't ng huwag akong humaba, na nakikita ng inyong mga camahalang pawang caharap natin ngayon ipinamanhik ko po sa inyong mga camahalan ipahintulot na ako'y macapagsalita bago magsalita ang ibang sino man ¿Magtatamo kaya ako ng capalarang pahinuhod ang capulungan sa aking mapacumbabang capamanhican?",noli:20
Macapagsasalita,1,"—¡Macapagsasalita na kayo, sa pagka't kayo'y pinakikinggan namin ng buong pagmimithi!",noli:20
macapagpahid,1,"Pagkatapos na macapagpahid ng pawis si capitan Basilio ng canyang panyong sutla, ay nagpatuloy ng pananalita:",noli:20
napacaganda,1,"Yamang lubhang napacaganda ang inyong calooban at mapagbigay lugod sa ating abang cataohan, sa pagkakaloob sa aking ako ang macapagsalitang mauna sa sino mang naririto, sasamantalahin ko ang capahintulutang itong sa aki'y ipinagcaloob ng buong cagandahan ng puso at ako'y magsasalita.",noli:20
macapagsalitang,1,"Yamang lubhang napacaganda ang inyong calooban at mapagbigay lugod sa ating abang cataohan, sa pagkakaloob sa aking ako ang macapagsalitang mauna sa sino mang naririto, sasamantalahin ko ang capahintulutang itong sa aki'y ipinagcaloob ng buong cagandahan ng puso at ako'y magsasalita.",noli:20
Sangcataoha'y,1,"Iniisip ng aking isip na ako'y sumasaguitna ng cagalanggalang na Senado romano, ""senatus populusque romanus"", na sinasabi natin niyong mga caayaayang panahong sa caculangang palad ng Sangcataoha'y hindi na magbabalic, at aking hihingin sa ""Patres Conscripti"", ang sasabihin marahil ng pantas na si Ciceron, kung siya ang malagay sa catayuan ko ngayon; hihingin ko, sapagkat capos tayo sa panahon, at ang panaho'y guinto, ayon sa sabi ni Salomon na sa mahalagang pinag uusapan ngayo'y sabihing maliwanag, maicli at walang ligoy-ligoy ng bawa't isa ang canyang panucala.",noli:20
Conscripti,1,"Iniisip ng aking isip na ako'y sumasaguitna ng cagalanggalang na Senado romano, ""senatus populusque romanus"", na sinasabi natin niyong mga caayaayang panahong sa caculangang palad ng Sangcataoha'y hindi na magbabalic, at aking hihingin sa ""Patres Conscripti"", ang sasabihin marahil ng pantas na si Ciceron, kung siya ang malagay sa catayuan ko ngayon; hihingin ko, sapagkat capos tayo sa panahon, at ang panaho'y guinto, ayon sa sabi ni Salomon na sa mahalagang pinag uusapan ngayo'y sabihing maliwanag, maicli at walang ligoy-ligoy ng bawa't isa ang canyang panucala.",noli:20
catayuan,1,"Iniisip ng aking isip na ako'y sumasaguitna ng cagalanggalang na Senado romano, ""senatus populusque romanus"", na sinasabi natin niyong mga caayaayang panahong sa caculangang palad ng Sangcataoha'y hindi na magbabalic, at aking hihingin sa ""Patres Conscripti"", ang sasabihin marahil ng pantas na si Ciceron, kung siya ang malagay sa catayuan ko ngayon; hihingin ko, sapagkat capos tayo sa panahon, at ang panaho'y guinto, ayon sa sabi ni Salomon na sa mahalagang pinag uusapan ngayo'y sabihing maliwanag, maicli at walang ligoy-ligoy ng bawa't isa ang canyang panucala.",noli:20
capos,1,"Iniisip ng aking isip na ako'y sumasaguitna ng cagalanggalang na Senado romano, ""senatus populusque romanus"", na sinasabi natin niyong mga caayaayang panahong sa caculangang palad ng Sangcataoha'y hindi na magbabalic, at aking hihingin sa ""Patres Conscripti"", ang sasabihin marahil ng pantas na si Ciceron, kung siya ang malagay sa catayuan ko ngayon; hihingin ko, sapagkat capos tayo sa panahon, at ang panaho'y guinto, ayon sa sabi ni Salomon na sa mahalagang pinag uusapan ngayo'y sabihing maliwanag, maicli at walang ligoy-ligoy ng bawa't isa ang canyang panucala.",noli:20
conscripti,1,"Ayon sa hindi pag-imic na namamasid, sino ma'y ayaw na siya'y tawagguin ""patres conscripti"", sino ma'y walang tumitindig: ng magcagayo'y sinamantala ni Don Filipo ang nangyayari at huminging pahintulot na macapagsalita.",noli:20
mapaclihan,1,—ang sagot ng isang natutuyong matandang conservador na hindi mapaclihan ng ano man.,noli:20
mapapanucala,1,"""Lubos"" ang aming pagasa na siyang mamagalingin ng ""lahat"" kay sa pinapanucala o mapapanucala ng aming mga catalo.",noli:20
catalo,1,"""Lubos"" ang aming pagasa na siyang mamagalingin ng ""lahat"" kay sa pinapanucala o mapapanucala ng aming mga catalo.",noli:20
nacapuspos,1,"Ang palalong pasimulang ito ang siyang nacapuspos ng galit sa calooban ng mga conservador, na nagsisipanumpa sa kanilang sariling kanilang gagawin ang catacottacot na pagsalangsang.",noli:20
macahihiguit,1,"Mangyayaring macagawa nga tayo, sa pamamag-itan ng salaping ito ng isang fiestang macahihiguit ng di ano lamang sa caningningan sa lahat ng hangga ngayo'y napanood dito sa ating lalawigan at sa mga lalawigang caratig man.",noli:20
cahambugan,1,¡cahambugan!,noli:20
Ititic,1,"—¡Ititic po ninyo, ginoong director, ang dalawang daang pisong iniuucol sa teatro!",noli:20
makipagcayari,1,—Iniaanyaya kong makipagcayari sa comedia sa Tundo upang magpalabas sa pitong gabing sunod sunod.,noli:20
cabooa'y,1,"Pitong palabas na tigdadalawang daang piso bawa't gabi, ang cabooa'y isang libo at apat na raang piso: ¡isulat po ninyo, ginoong director, isang libo't apat na raang piso!",noli:20
cohaton,1,Malalaking mga bomba at sadyang malalaking mga cohaton ang ibig natin.,noli:20
cohatong,1,Iniaanyaya ko nga sa inyo ang pagkakagugol sa dalawang daang malalaking bomba na tigalawang piso bawa't isa at dalawang daang cohatong gayon din ang halaga.,noli:20
nacacagulat,1,—ang isinalabat ng isang matanda:—hindi nacacagulat sa akin at hindi rin nacabibingi ang isang bombang tigalawang piso; kinacailangang maguing tigatlong piso.,noli:20
coleton,1,—¡Isulat po ninyo ang isang libong pisong gugugulin sa dalawang daang bomba at dalawang daang coleton!,noli:20
nacatiis,1,Hindi na nacatiis ang mga conservador; nangagtindigan ang ilan at nangagsalitaan ng bucod.,noli:20
icalawa,1,"—Bucod pa sa roon, upang makita ng ating mga capit-bayang tayo'y mga taong walang hinayang at nagcacanlalabis sa atin ang salapi—ang ipinagpatuloy ni Don Filipo, na itinaas ang voces at matuling sinulyap ang pulutong ng mga matatanda,—aking iniaanyaya: una, apat na ""hermano mayor"" sa dalawang araw na fiesta, at icalawa, ang itapon sa dagatan sa araw araw ang dalawang daang inahing manoc na pinirito, isang daang capong ""rellenado"" at limampong lechon, gaya ng ginagawa ni Sila, sa panahon ni Cieston, na bagong casasabi pa lamang ni kapitang Basilio.",noli:20
